action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15121620,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1CC(OCc2ccccc2)=CC1=O.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '12.53', 'le': '0.24', 'lle': '4.86', 'sei': '5.85'}",CHEMBL3358144,,CHEMBL3558763,8.02,0,http://www.openphacts.org/units/Nanomolar,2262583,=,1,1,=,,IC50,nM,,9.59,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,9.59
,,15121621,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '11.43', 'le': '0.22', 'lle': '4.23', 'sei': '5.18'}",CHEMBL3358143,,CHEMBL3558756,7.92,0,http://www.openphacts.org/units/Nanomolar,2262582,=,1,1,=,,IC50,nM,,12,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,12
,,15121622,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1ccc(O)cc1.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '12.36', 'le': '0.24', 'lle': '5.37', 'sei': '5.26'}",CHEMBL3358142,,CHEMBL3558742,8.28,0,http://www.openphacts.org/units/Nanomolar,2262581,=,1,1,=,,IC50,nM,,5.25,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5.25
,,15121623,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C(C)C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '13.24', 'le': '0.25', 'lle': '5.40', 'sei': '5.85'}",CHEMBL3358141,,CHEMBL3558740,8.02,0,http://www.openphacts.org/units/Nanomolar,2262580,=,1,1,=,,IC50,nM,,9.52,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,9.52
,,15121624,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C1.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '13.49', 'le': '0.26', 'lle': '6.02', 'sei': '5.55'}",CHEMBL3358140,,CHEMBL3558746,7.61,0,http://www.openphacts.org/units/Nanomolar,2262579,=,1,1,=,,IC50,nM,,24.8,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,24.8
,,15121625,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)N1C[C@@H](O)C[C@H]1C(=O)OC)C(C)C)N(C)C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,,CHEMBL3358139,,CHEMBL3558743,,0,http://www.openphacts.org/units/Nanomolar,2262578,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,50000
,,15121626,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1)C(C)C)N(C)C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,,CHEMBL3358138,,CHEMBL3558741,,0,http://www.openphacts.org/units/Nanomolar,2262577,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,50000
,,15121627,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '8.52', 'le': '0.16', 'lle': '3.20', 'sei': '3.51'}",CHEMBL3358137,,CHEMBL3558738,5.22,0,http://www.openphacts.org/units/Nanomolar,2262576,=,1,1,=,,IC50,nM,,6000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,6000
,,15121628,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '8.70', 'le': '0.17', 'lle': '2.95', 'sei': '3.68'}",CHEMBL3358136,,CHEMBL3558734,5.47,0,http://www.openphacts.org/units/Nanomolar,2262575,=,1,1,=,,IC50,nM,,3400,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,3400
,,15121629,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)Nc1nccs1.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '9.01', 'le': '0.18', 'lle': '3.30', 'sei': '3.47'}",CHEMBL3358135,,CHEMBL3558739,5.6,0,http://www.openphacts.org/units/Nanomolar,2262574,=,1,1,=,,IC50,nM,,2500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,2500
,,15121630,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '7.85', 'le': '0.15', 'lle': '2.42', 'sei': '3.32'}",CHEMBL3358134,,CHEMBL3558733,4.94,0,http://www.openphacts.org/units/Nanomolar,2262573,=,1,1,=,,IC50,nM,,11500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,11500
,,15121631,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)N1C[C@@H](O)C[C@H]1C(=O)OC)N(C)C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '7.51', 'le': '0.15', 'lle': '4.39', 'sei': '2.74'}",CHEMBL3358133,,CHEMBL3558722,5.11,0,http://www.openphacts.org/units/Nanomolar,2262572,=,1,1,=,,IC50,nM,,7700,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,7700
,,15121632,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1)N(C)C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '7.74', 'le': '0.15', 'lle': '2.07', 'sei': '3.35'}",CHEMBL3358132,,CHEMBL3558728,4.98,0,http://www.openphacts.org/units/Nanomolar,2262571,=,1,1,=,,IC50,nM,,10500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,10500
,,15121633,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1CC(=O)N(C(=O)CC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,,CHEMBL3358131,,CHEMBL3558730,,0,http://www.openphacts.org/units/Nanomolar,2262570,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,50000
,,15121634,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC1=CC(=O)N(C(=O)CC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '9.37', 'le': '0.18', 'lle': '3.22', 'sei': '3.96'}",CHEMBL3358130,,CHEMBL3558725,5.43,0,http://www.openphacts.org/units/Nanomolar,2262569,=,1,1,=,,IC50,nM,,3710,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,3710
,,15121635,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '14.75', 'le': '0.28', 'lle': '6.69', 'sei': '6.23'}",CHEMBL3358129,,CHEMBL3558774,8.55,0,http://www.openphacts.org/units/Nanomolar,2262568,=,1,1,=,,IC50,nM,,2.81,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,2.81
,,15121636,[],CHEMBL3388289,Inhibition of Plasmodium falciparum FP2 using Z-Phe-Arg-AMC as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '14.14', 'le': '0.27', 'lle': '6.19', 'sei': '5.96'}",CHEMBL3358128,,CHEMBL3558771,8.17,0,http://www.openphacts.org/units/Nanomolar,2262567,=,1,1,=,,IC50,nM,,6.78,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,6.78
,,15121638,[],CHEMBL3388287,Inhibition of FP2' in Plasmodium falciparum trophozoite stage after 1 hr by SDS-PAGE analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '13.61', 'le': '0.26', 'lle': '5.27', 'sei': '6.01'}",CHEMBL541700,GALLINAMIDE A,CHEMBL541700,8.07,0,http://www.openphacts.org/units/Nanomolar,2262586,=,1,1,=,,IC50,nM,,8.5,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,8.5
,,15121639,[],CHEMBL3388286,Inhibition of FP2 in Plasmodium falciparum trophozoite stage after 1 hr by SDS-PAGE analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C,,,CHEMBL3351948,J Med Chem,2014,"{'bei': '13.61', 'le': '0.26', 'lle': '5.27', 'sei': '6.01'}",CHEMBL541700,GALLINAMIDE A,CHEMBL541700,8.07,0,http://www.openphacts.org/units/Nanomolar,2262586,=,1,1,=,,IC50,nM,,8.5,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,8.5
,,18188387,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '10.76', 'le': '0.20', 'lle': '0.85', 'sei': '5.36'}",CHEMBL4101714,,CHEMBL4101714,5.02,0,http://www.openphacts.org/units/Nanomolar,3017277,=,1,1,=,,IC50,nM,,9530,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,9.53
,,18188388,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccc([N+](=O)[O-])cc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '9.81', 'le': '0.19', 'lle': '0.94', 'sei': '3.67'}",CHEMBL4100751,,CHEMBL4100751,5.02,0,http://www.openphacts.org/units/Nanomolar,3017278,=,1,1,=,,IC50,nM,,9630,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,9.63
,,18188389,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,,CHEMBL4082758,,CHEMBL4082758,,0,http://www.openphacts.org/units/Nanomolar,3017279,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
,,18188390,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1,,,CHEMBL4038340,J Med Chem,2017,,CHEMBL4093034,,CHEMBL4093034,,0,http://www.openphacts.org/units/Nanomolar,3017280,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
,,18188391,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '14.65', 'le': '0.27', 'lle': '2.01', 'sei': '7.81'}",CHEMBL4072275,,CHEMBL4072275,6.6,0,http://www.openphacts.org/units/Nanomolar,3017281,=,1,1,=,,IC50,nM,,250,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.25
,,18188392,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccc([N+](=O)[O-])cc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '14.04', 'le': '0.26', 'lle': '2.46', 'sei': '5.45'}",CHEMBL4096388,,CHEMBL4096388,6.96,0,http://www.openphacts.org/units/Nanomolar,3017282,=,1,1,=,,IC50,nM,,110,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.11
,,18188393,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '11.39', 'le': '0.21', 'lle': '0.73', 'sei': '6.53'}",CHEMBL4078345,,CHEMBL4078345,5.52,0,http://www.openphacts.org/units/Nanomolar,3017283,=,1,1,=,,IC50,nM,,3010,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,3.01
,,18188394,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '11.53', 'le': '0.21', 'lle': '1.41', 'sei': '4.79'}",CHEMBL4062015,,CHEMBL4062015,6.11,0,http://www.openphacts.org/units/Nanomolar,3017284,=,1,1,=,,IC50,nM,,780,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.78
,,18188395,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '11.13', 'le': '0.21', 'lle': '0.68', 'sei': '6.01'}",CHEMBL4083754,,CHEMBL4083754,6.11,0,http://www.openphacts.org/units/Nanomolar,3017285,=,1,1,=,,IC50,nM,,780,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.78
,,18188396,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)OCc1ccc([N+](=O)[O-])cc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '9.90', 'le': '0.19', 'lle': '0.54', 'sei': '4.06'}",CHEMBL4070637,,CHEMBL4070637,5.88,0,http://www.openphacts.org/units/Nanomolar,3017286,=,1,1,=,,IC50,nM,,1320,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,1.32
,,18188397,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)OCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '8.81', 'le': '0.17', 'lle': '-0.50', 'sei': '5.06'}",CHEMBL2402204,,CHEMBL2402204,5.13,0,http://www.openphacts.org/units/Nanomolar,3017287,=,1,1,=,,IC50,nM,,7330,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,7.33
,,18188398,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)OCc1ccc([N+](=O)[O-])cc1,,,CHEMBL4038340,J Med Chem,2017,,CHEMBL4081250,,CHEMBL4081250,,0,http://www.openphacts.org/units/Nanomolar,3017288,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
,,18188399,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](/C=C/C#N)CCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,,CHEMBL4099269,,CHEMBL4099269,,0,http://www.openphacts.org/units/Nanomolar,3017289,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
,,18188400,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)OCc1ccc([N+](=O)[O-])cc1)C(=O)N[C@H](/C=C/C#N)CCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,,CHEMBL4090306,,CHEMBL4090306,,0,http://www.openphacts.org/units/Nanomolar,3017290,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
,,18188401,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,,,CHEMBL4038340,J Med Chem,2017,,CHEMBL4060936,,CHEMBL4060936,,0,http://www.openphacts.org/units/Nanomolar,3017291,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
,,18188402,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,N#C/C=C/[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1,,,CHEMBL4038340,J Med Chem,2017,,CHEMBL4074432,,CHEMBL4074432,,0,http://www.openphacts.org/units/Nanomolar,3017292,>,1,1,>,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
